;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
1483;Capela do Socorro;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;19;
1484;Casa Verde;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;04;
1485;Cidade Ademar;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;16;
1486;Cidade Tiradentes;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;31;
1487;Ermelino Matarazzo;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;22;
1488;Freguesia do Ó/Brasilândia;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;03;
1489;Guaianases;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;28;
1490;Ipiranga;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;13;
1491;Itaim Paulista;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;24;
1492;Itaquera;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;27;
1493;Jabaquara;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;15;
1494;Jaçanã/Tremembé;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;06;
1495;Lapa;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;08;
1496;M'Boi Mirim;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;18;
1497;Mooca;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;25;
1498;Parelheiros;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;20;
1499;Penha;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;21;
1500;Perus;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;01;
1501;Pinheiros;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;11;
1502;Pirituba/Jaraguá;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;02;
1503;Santana/Tucuruvi;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;05;
1504;Santo Amaro;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;14;
1505;São Mateus;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;30;
1506;São Miguel Paulista;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;23;
1507;Sapopemba;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;32;
1508;Sé;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;09;
1509;Vila Maria/Vila Guilherme;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;07;
1510;Vila Mariana;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;12;
1511;Vila Prudente;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;29;
1512;LESTE;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;;2.0
1513;NORTE;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;;3.0
1514;CENTRO;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;;1.0
1515;OESTE;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;;4.0
1516;SUL;;SME;21;Atingir o resultado de 5,7 no IDEP para os anos iniciais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;;5.0
1517;Aricanduva/Vila Formosa;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;26;
1518;Butantã;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;10;
1519;Campo Limpo;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;17;
1520;Capela do Socorro;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;19;
1521;Casa Verde;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;04;
1522;Cidade Ademar;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;16;
1523;Cidade Tiradentes;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;31;
1524;Ermelino Matarazzo;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;22;
1525;Freguesia do Ó/Brasilândia;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;03;
1526;Guaianases;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;28;
1527;Ipiranga;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;13;
1528;Itaim Paulista;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;24;
1529;Itaquera;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;27;
1530;Jabaquara;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;15;
1531;Jaçanã/Tremembé;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;06;
1532;Lapa;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;08;
1533;M'Boi Mirim;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;18;
1534;Mooca;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;25;
1535;Parelheiros;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;20;
1536;Penha;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;21;
1537;Perus;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;01;
1538;Pinheiros;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;11;
1539;Pirituba/Jaraguá;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;02;
1540;Santana/Tucuruvi;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;05;
1541;Santo Amaro;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;14;
1542;São Mateus;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;30;
1543;São Miguel Paulista;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;23;
1544;Sapopemba;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;32;
1545;Sé;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;09;
1546;Vila Maria/Vila Guilherme;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;07;
1547;Vila Mariana;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;12;
1548;Vila Prudente;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;29;
1549;LESTE;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;;2.0
1550;NORTE;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;;3.0
1551;CENTRO;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;;1.0
1552;OESTE;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;;4.0
1553;SUL;;SVMA;64;Garantir a capacidade de atendimento e destinação adequada de 25 mil animais silvestres resgatados, apreendidos ou recebidos.;Número de animais silvestres atendidos.;;5.0
1554;Aricanduva/Vila Formosa;10051.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;26;
1555;Butantã;17451.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;10;
1556;Campo Limpo;14830.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;17;
1557;Capela do Socorro;17330.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;19;
1558;Casa Verde;9157.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;04;
1559;Cidade Ademar;10158.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;16;
1560;Cidade Tiradentes;877.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;31;
1561;Ermelino Matarazzo;3314.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;22;
1562;Freguesia do Ó/Brasilândia;8650.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;03;
1563;Guaianases;1257.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;28;
1564;Ipiranga;12436.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;13;
1565;Itaim Paulista;6164.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;24;
1566;Itaquera;8809.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;27;
1567;Jabaquara;4378.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;15;
1568;Jaçanã/Tremembé;5114.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;06;
1569;Lapa;10882.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;08;
1570;M'Boi Mirim;5220.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;18;
1571;Mooca;16467.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;25;
1572;Parelheiros;3426.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;20;
1573;Penha;18671.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;21;
1574;Perus;4599.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;01;
1575;Pinheiros;13663.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;11;
1576;Pirituba/Jaraguá;15823.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;02;
1577;Santana/Tucuruvi;11124.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;05;
1578;Santo Amaro;10446.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;14;
1579;São Mateus;11339.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;30;
1580;São Miguel Paulista;4513.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;23;
1581;Sapopemba;450.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;32;
1582;Sé;16883.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;09;
1583;Vila Maria/Vila Guilherme;11979.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;07;
1584;Vila Mariana;9696.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;12;
1585;Vila Prudente;6658.0;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;29;
1586;LESTE;;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;;2.0
1587;NORTE;;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;;3.0
1588;CENTRO;;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;;1.0
1589;OESTE;;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;;4.0
1590;SUL;;SMUL;36;Ampliar a iluminação pública utilizando lâmpadas LED em 300.000 pontos.;Soma do número de novas luminárias instaladas e do número de lâmpadas de vapor de sódio substituídas por lâmpadas LED.;;5.0
1591;Aricanduva/Vila Formosa;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;26;
1592;Butantã;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;10;
1593;Campo Limpo;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;17;
1594;Capela do Socorro;3.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;19;
1595;Casa Verde;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;04;
1596;Cidade Ademar;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;16;
1597;Cidade Tiradentes;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;31;
1598;Ermelino Matarazzo;3.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;22;
1599;Freguesia do Ó/Brasilândia;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;03;
1600;Guaianases;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;28;
1601;Ipiranga;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;13;
1602;Itaim Paulista;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;24;
1603;Itaquera;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;27;
1604;Jabaquara;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;15;
1605;Jaçanã/Tremembé;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;06;
1606;Lapa;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;08;
1607;M'Boi Mirim;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;18;
1608;Mooca;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;25;
1609;Parelheiros;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;20;
1610;Penha;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;21;
1611;Perus;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;01;
1612;Pinheiros;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;11;
1613;Pirituba/Jaraguá;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;02;
1614;Santana/Tucuruvi;1.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;05;
1615;Santo Amaro;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;14;
1616;São Mateus;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;30;
1617;São Miguel Paulista;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;23;
1618;Sapopemba;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;32;
1619;Sé;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;09;
1620;Vila Maria/Vila Guilherme;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;07;
1621;Vila Mariana;2.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;12;
1622;Vila Prudente;0.0;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;29;
1623;LESTE;;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;;2.0
1624;NORTE;;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;;3.0
1625;CENTRO;;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;;1.0
1626;OESTE;;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;;4.0
1627;SUL;;SMS;3.1;Implantar 30 novos equipamentos de saúde no município;Número de equipamentos de saúde implantados (soma de novos equipamentos construídos e de equipamentos implantados em novas instalações).  ;;5.0
